Município;2020/Jan;2020/Fev;2020/Mar;2020/Abr;2020/Mai;2020/Jun;2020/Jul;2020/Ago;2020/Set;2020/Out
290260 Baixa Grande;36;36;36;36;36;36;36;36;36;36
290270 Barra;83;83;83;83;83;83;83;83;83;83
290280 Barra da Estiva;84;84;84;84;84;84;84;84;84;84
290290 Barra do Choça;32;32;32;32;32;32;32;32;32;32
290300 Barra do Mendes;26;26;26;26;26;26;26;26;26;26
290320 Barreiras;317;379;379;388;384;406;406;406;406;406
290323 Barro Alto;23;23;23;23;23;23;23;23;23;23
290330 Barro Preto;33;33;9;9;9;9;9;9;9;9
290327 Barrocas;29;29;29;29;29;29;29;29;29;29
290340 Belmonte;40;40;40;40;40;40;40;40;40;40
290350 Belo Campo;44;44;44;44;44;44;44;44;44;44
290360 Biritinga;14;14;14;14;14;14;14;14;14;14
290380 Boa Vista do Tupim;14;14;14;14;14;14;14;14;14;14
290390 Bom Jesus da Lapa;90;90;90;90;90;90;90;90;90;90
290395 Bom Jesus da Serra;28;28;28;28;28;28;28;28;28;28
290400 Boninal;24;24;24;24;24;24;24;24;24;24
290405 Bonito;16;16;16;16;16;16;16;16;16;16
290410 Boquira;26;26;26;26;26;26;26;26;26;26
290420 Botuporã;16;16;16;16;16;16;16;16;16;16
290430 Brejões;19;19;19;19;19;19;19;19;19;19
290440 Brejolândia;35;35;35;35;35;35;35;35;35;35
290450 Brotas de Macaúbas;15;15;15;15;15;15;15;15;15;15
290460 Brumado;112;112;112;112;112;112;112;112;112;112
290475 Buritirama;19;19;19;19;19;19;19;19;19;19
290480 Caatiba;14;14;14;14;14;14;14;14;14;14
290485 Cabaceiras do Paraguaçu;4;4;4;4;4;4;4;4;4;4
290490 Cachoeira;83;83;83;83;83;83;83;83;83;83
290500 Caculé;51;51;51;51;51;51;51;51;51;51
290510 Caém;36;36;36;36;36;36;36;36;36;36
290520 Caetité;156;156;156;156;156;156;156;156;156;156
290530 Cafarnaum;33;33;33;33;33;33;33;33;33;33
290550 Caldeirão Grande;39;39;39;39;39;39;39;39;39;39
290560 Camacan;54;54;54;85;85;90;85;85;85;85
290570 Camaçari;383;388;396;396;396;421;421;421;421;421
290580 Camamu;17;17;17;17;17;17;17;17;17;17
290590 Campo Alegre de Lourdes;77;77;77;77;77;77;77;77;77;77
290600 Campo Formoso;84;84;84;84;84;84;84;84;84;84
290610 Canápolis;24;24;24;24;24;24;24;24;24;24
290620 Canarana;36;36;36;36;36;36;36;36;36;36
290630 Canavieiras;75;75;75;75;75;75;75;75;75;75
290640 Candeal;7;7;7;7;7;7;7;7;7;7
290650 Candeias;90;90;90;79;96;96;96;96;96;96
290660 Candiba;37;37;37;37;37;37;37;37;37;37
290670 Cândido Sales;55;55;55;55;57;57;57;57;57;57
290680 Cansanção;46;46;46;46;46;46;46;46;46;46
290682 Canudos;41;41;41;41;41;41;41;41;41;41
290685 Capela do Alto Alegre;11;11;11;11;11;11;11;11;11;11
290687 Capim Grosso;57;57;57;57;57;57;57;57;57;57
290689 Caraíbas;3;3;3;3;3;3;3;3;3;3
290690 Caravelas;56;56;57;57;57;57;57;57;57;57
290710 Carinhanha;30;30;30;30;30;30;30;30;30;30
290720 Casa Nova;41;41;41;41;41;41;41;41;41;41
290730 Castro Alves;60;60;60;60;60;60;60;60;60;60
290750 Catu;97;97;97;97;97;97;97;97;97;97
290755 Caturama;8;8;8;8;8;8;8;8;8;8
290760 Central;42;42;42;42;42;42;42;42;42;42
290770 Chorrochó;15;15;15;15;15;15;15;15;15;15
290780 Cícero Dantas;49;49;49;49;49;49;49;49;49;49
290790 Cipó;30;30;30;30;30;30;30;30;30;30
290800 Coaraci;43;43;43;43;43;43;43;43;43;43
290810 Cocos;31;31;31;31;31;31;31;31;31;31
290830 Conceição do Almeida;32;32;32;32;32;32;32;32;32;32
290840 Conceição do Coité;214;214;214;214;214;214;214;214;214;214
290850 Conceição do Jacuípe;94;94;94;94;94;95;36;36;95;95
290860 Conde;15;15;15;15;15;15;15;15;15;15
290870 Condeúba;16;16;16;16;16;16;16;16;16;16
290890 Coração de Maria;21;21;21;21;21;21;21;21;32;32
290900 Cordeiros;5;5;5;5;5;5;5;5;5;5
290910 Coribe;36;36;36;36;36;36;36;36;36;36
290930 Correntina;35;35;35;35;35;35;35;35;35;35
290940 Cotegipe;29;29;29;29;29;29;29;29;29;29
290950 Cravolândia;24;24;24;24;24;24;24;24;24;24
290960 Crisópolis;23;23;23;23;23;23;23;23;23;23
290970 Cristópolis;69;69;69;69;69;69;69;69;69;69
290980 Cruz das Almas;85;85;85;85;85;85;85;85;85;85
290990 Curaçá;26;26;26;26;26;26;26;26;26;26
291005 Dias d'Ávila;112;112;112;112;110;110;110;110;110;110
291010 Dom Basílio;14;14;14;14;14;14;14;14;14;14
291030 Elísio Medrado;12;12;12;12;12;12;12;12;12;12
291040 Encruzilhada;49;49;49;49;49;49;-;-;49;49
291050 Entre Rios;65;65;65;65;65;65;65;65;65;65
290050 Érico Cardoso;15;15;15;15;15;15;15;15;15;15
291060 Esplanada;40;40;40;40;40;40;40;40;40;40
291070 Euclides da Cunha;47;47;47;47;47;47;47;47;47;47
291072 Eunápolis;259;259;259;259;259;259;260;260;260;260
291077 Feira da Mata;6;6;6;6;6;6;6;6;6;6
291080 Feira de Santana;1333;1342;1342;1342;1342;1401;1426;1416;1416;1416
291085 Filadélfia;31;31;31;31;31;31;31;31;31;31
291110 Formosa do Rio Preto;29;29;29;29;29;29;29;29;29;29
291120 Gandu;62;62;62;62;62;62;62;82;82;82
291130 Gentio do Ouro;16;16;16;16;16;16;16;16;16;16
291150 Gongogi;5;5;5;5;5;5;5;5;5;5
291160 Governador Mangabeira;40;40;40;40;40;40;40;40;40;40
291170 Guanambi;213;213;213;205;205;178;184;185;185;185
291180 Guaratinga;32;32;32;32;32;32;32;32;32;32
291190 Iaçu;34;34;34;34;34;34;34;34;34;34
291200 Ibiassucê;29;29;29;29;29;29;29;29;29;29
291210 Ibicaraí;32;32;32;32;32;32;32;32;32;32
291230 Ibicuí;21;21;21;21;21;21;21;21;21;21
291240 Ibipeba;44;44;44;44;44;44;44;44;44;44
291250 Ibipitanga;14;14;14;14;14;14;14;14;14;14
291260 Ibiquera;2;2;2;2;2;2;2;2;2;2
291270 Ibirapitanga;30;30;30;30;30;30;30;30;30;30
291280 Ibirapuã;23;23;23;23;23;23;23;23;23;23
291290 Ibirataia;91;91;91;91;91;91;91;91;91;91
291300 Ibitiara;62;62;62;62;62;62;62;62;62;62
291310 Ibititá;32;32;32;32;32;32;32;32;32;32
291320 Ibotirama;78;78;78;78;78;78;78;78;78;78
291330 Ichu;22;22;22;22;22;22;22;22;22;22
291340 Igaporã;29;29;29;29;29;29;29;29;29;29
291345 Igrapiúna;8;8;8;8;8;8;8;8;8;8
291350 Iguaí;84;84;84;84;84;84;84;84;84;84
291360 Ilhéus;633;633;633;653;633;633;656;662;662;662
291370 Inhambupe;38;38;38;38;38;38;38;38;38;38
291380 Ipecaetá;12;12;12;12;12;12;12;12;12;12
291390 Ipiaú;124;124;124;124;124;124;124;124;124;124
291400 Ipirá;44;44;44;44;44;44;44;44;44;44
291410 Ipupiara;24;24;24;24;24;24;24;24;24;24
291420 Irajuba;29;29;29;29;29;29;29;29;29;29
291430 Iramaia;16;16;16;16;16;16;16;16;16;16
291440 Iraquara;47;47;47;47;47;47;47;47;47;47
291450 Irará;30;30;30;30;30;30;30;30;30;30
291460 Irecê;186;186;186;186;175;175;175;175;175;175
291465 Itabela;38;38;38;38;38;38;46;46;46;46
291470 Itaberaba;89;89;89;89;111;111;111;111;111;111
291480 Itabuna;572;572;572;575;575;575;575;575;575;575
291490 Itacaré;61;61;61;61;61;61;61;61;61;61
291500 Itaeté;15;15;15;15;15;15;15;15;15;15
291510 Itagi;8;8;8;8;8;8;8;8;8;8
291520 Itagibá;-;-;5;5;5;5;5;5;5;5
291530 Itagimirim;20;20;20;20;20;20;20;20;20;20
291535 Itaguaçu da Bahia;24;24;24;24;24;24;24;24;24;24
291540 Itaju do Colônia;12;12;12;12;12;12;12;12;12;12
291550 Itajuípe;60;60;60;60;60;60;60;60;60;60
291560 Itamaraju;84;84;84;84;84;84;84;84;84;84
291580 Itambé;50;50;50;50;50;50;50;50;50;50
291600 Itanhém;54;54;54;54;54;54;54;54;54;54
291610 Itaparica;52;52;52;52;52;52;52;52;52;52
291630 Itapebi;12;12;12;12;12;12;12;12;12;12
291640 Itapetinga;113;89;89;89;89;89;89;89;89;89
291650 Itapicuru;54;54;54;54;54;54;54;54;54;54
291660 Itapitanga;16;16;16;16;16;16;16;16;16;16
291670 Itaquara;19;19;19;19;19;19;19;19;19;19
291680 Itarantim;30;30;30;30;30;30;30;30;30;30
291685 Itatim;30;30;30;30;30;30;25;20;20;20
291690 Itiruçu;85;85;85;85;85;85;85;85;85;85
291700 Itiúba;45;45;45;45;45;45;45;45;45;45
291710 Itororó;45;45;45;45;45;45;45;45;45;45
291720 Ituaçu;24;24;24;24;24;24;24;24;24;24
291730 Ituberá;33;33;33;33;33;33;33;33;33;33
291733 Iuiú;14;14;14;14;14;14;14;14;14;14
291735 Jaborandi;30;30;30;30;30;30;30;30;30;30
291740 Jacaraci;29;29;29;29;29;29;29;29;29;29
291750 Jacobina;278;278;278;249;249;190;190;190;190;203
291760 Jaguaquara;117;117;117;117;117;117;117;117;117;117
291770 Jaguarari;28;28;28;28;28;28;28;32;32;32
291800 Jequié;523;523;523;523;575;575;575;597;597;597
291810 Jeremoabo;34;34;34;34;34;34;34;34;34;34
291820 Jiquiriçá;23;23;23;23;23;23;23;29;29;29
291830 Jitaúna;14;14;14;14;14;14;14;14;14;14
291835 João Dourado;32;32;32;32;32;32;32;32;32;32
291840 Juazeiro;576;576;553;522;522;522;542;542;504;526
291845 Jucuruçu;24;24;24;24;24;24;24;24;24;24
291850 Jussara;31;31;31;31;31;31;31;31;31;31
291855 Jussari;37;37;37;37;37;37;37;37;37;37
291860 Jussiape;12;12;12;12;12;12;12;12;12;12
291875 Lagoa Real;17;17;17;17;17;17;17;17;17;17
291880 Laje;41;41;41;41;41;41;41;41;41;41
291905 Lajedo do Tabocal;27;27;27;27;27;27;27;27;27;27
291915 Lapão;44;44;44;50;50;50;50;50;50;50
291920 Lauro de Freitas;445;405;413;565;555;515;515;515;515;475
291930 Lençóis;14;14;14;14;14;14;14;14;14;14
291940 Licínio de Almeida;20;20;20;20;20;20;20;20;20;20
291950 Livramento de Nossa Senhora;89;89;89;89;89;89;89;89;89;89
291955 Luís Eduardo Magalhães;122;122;122;122;122;122;122;122;122;122
291960 Macajuba;20;20;20;20;20;20;20;20;20;20
291970 Macarani;27;27;27;27;27;27;27;27;27;27
291980 Macaúbas;76;76;76;76;76;76;76;76;76;76
291990 Macururé;18;18;18;18;18;18;20;20;20;20
291992 Madre de Deus;28;28;28;28;28;28;28;28;28;28
292000 Maiquinique;14;14;14;14;14;14;14;14;14;14
292010 Mairi;27;27;27;27;27;27;27;27;27;27
292020 Malhada;21;21;21;21;21;21;21;21;21;21
292050 Maracás;48;58;58;58;58;58;58;58;58;58
292060 Maragogipe;-;-;-;-;-;-;-;-;3;3
292080 Marcionílio Souza;19;19;19;19;19;19;19;19;19;19
292100 Mata de São João;58;58;58;58;58;78;78;78;78;78
292105 Matina;21;21;21;21;21;21;21;21;21;21
292110 Medeiros Neto;32;32;32;32;32;32;32;32;32;32
292120 Miguel Calmon;87;87;87;87;87;87;87;87;87;87
292130 Milagres;21;21;21;21;21;21;21;21;21;21
292140 Mirangaba;19;19;19;19;5;19;20;20;20;20
292150 Monte Santo;60;60;60;60;60;76;60;60;60;60
292160 Morpará;2;2;2;2;2;2;2;2;2;2
292170 Morro do Chapéu;56;56;56;56;56;56;56;56;56;56
292180 Mortugaba;24;24;24;24;24;24;24;24;24;24
292190 Mucugê;32;32;32;32;32;32;32;32;32;32
292200 Mucuri;97;97;97;97;97;97;97;97;97;97
292205 Mulungu do Morro;34;34;34;34;34;34;34;34;34;34
292210 Mundo Novo;32;32;32;32;32;32;32;32;32;32
292230 Muritiba;40;40;40;40;40;40;40;40;40;40
292240 Mutuípe;45;45;45;45;45;45;45;45;45;45
292250 Nazaré;50;50;50;50;50;50;50;50;50;50
292265 Nordestina;30;30;30;30;30;30;30;30;30;30
292270 Nova Canaã;30;30;30;30;30;30;30;30;30;30
292273 Nova Fátima;15;15;5;5;5;5;5;5;5;5
292290 Nova Soure;39;39;39;7;7;7;7;7;7;7
292300 Nova Viçosa;61;61;61;61;61;61;61;61;61;61
292310 Olindina;23;23;23;23;23;23;23;23;23;23
292320 Oliveira dos Brejinhos;13;13;13;13;13;13;13;13;13;13
292330 Ouriçangas;15;15;15;15;15;15;15;15;15;15
292335 Ourolândia;17;17;17;17;17;17;17;17;17;17
292340 Palmas de Monte Alto;54;54;54;54;54;54;54;54;54;54
292360 Paramirim;90;90;90;90;90;90;88;88;88;88
292370 Paratinga;36;36;36;36;36;36;36;36;36;36
292380 Paripiranga;18;18;18;18;18;18;21;21;21;21
292390 Pau Brasil;7;7;7;7;7;7;7;13;13;13
292400 Paulo Afonso;179;179;179;192;192;185;272;272;174;174
292405 Pé de Serra;8;8;8;8;8;8;8;8;8;8
292430 Piatã;26;26;26;26;26;26;26;26;26;26
292440 Pilão Arcado;30;30;30;30;30;30;30;30;30;30
292450 Pindaí;24;24;24;24;24;24;24;24;24;24
292460 Pindobaçu;58;58;58;58;58;58;58;58;58;58
292465 Pintadas;16;16;11;11;11;11;11;11;11;11
292470 Piripá;17;17;17;17;17;17;17;17;17;17
292480 Piritiba;37;37;37;37;37;37;25;25;25;25
292490 Planaltino;27;27;27;27;27;27;27;27;27;27
292500 Planalto;59;59;59;59;59;59;59;59;59;59
292510 Poções;68;68;68;68;68;68;68;68;68;68
292520 Pojuca;147;147;147;147;147;147;147;147;147;147
292525 Ponto Novo;29;29;29;29;29;29;29;29;29;29
292530 Porto Seguro;189;178;178;178;178;178;178;179;179;179
292540 Potiraguá;21;21;21;21;21;21;21;21;21;21
292550 Prado;42;42;42;42;42;42;42;42;42;42
292560 Presidente Dutra;17;17;17;17;17;17;17;17;17;17
292575 Presidente Tancredo Neves;17;17;17;17;17;17;17;17;17;17
292580 Queimadas;50;50;50;50;50;50;50;50;50;50
292590 Quijingue;17;17;17;17;17;17;17;17;17;17
292595 Rafael Jambeiro;22;22;22;22;22;22;22;22;22;22
292600 Remanso;71;71;71;71;101;101;101;101;101;101
292610 Retirolândia;24;24;24;24;24;24;24;24;24;24
292620 Riachão das Neves;29;29;29;29;29;29;29;29;29;29
292630 Riachão do Jacuípe;121;121;121;121;121;121;121;121;121;121
292640 Riacho de Santana;59;59;59;59;59;59;59;59;59;59
292650 Ribeira do Amparo;5;5;5;5;5;5;5;5;5;5
292660 Ribeira do Pombal;95;95;95;95;95;95;95;95;95;95
292670 Rio de Contas;17;17;17;17;17;17;17;17;17;17
292690 Rio do Pires;27;27;27;27;27;27;27;27;27;27
292700 Rio Real;55;55;55;55;55;55;55;55;55;55
292720 Ruy Barbosa;120;120;120;120;120;120;120;120;120;120
292730 Salinas da Margarida;9;9;9;9;9;9;9;9;9;9
292740 Salvador;8187;8171;8622;8852;8822;8822;8919;8919;8743;8724
292750 Santa Bárbara;13;13;13;13;13;13;13;13;13;13
292770 Santa Cruz Cabrália;22;22;22;22;22;22;22;22;22;22
292790 Santa Inês;23;23;23;23;23;23;23;23;23;23
292810 Santa Maria da Vitória;55;55;55;55;55;55;55;55;55;55
292840 Santa Rita de Cássia;24;24;24;24;24;24;24;24;24;24
292850 Santa Teresinha;28;28;28;28;28;28;28;28;28;28
292800 Santaluz;101;101;101;101;101;101;126;126;126;126
292820 Santana;36;36;36;36;36;36;36;36;36;36
292830 Santanópolis;13;13;13;13;13;13;13;13;13;13
292860 Santo Amaro;88;88;88;73;89;89;89;89;89;89
292870 Santo Antônio de Jesus;328;328;328;328;328;328;328;328;328;328
292880 Santo Estêvão;87;87;87;87;108;108;108;112;112;112
292890 São Desidério;24;24;24;24;24;24;24;24;24;24
292895 São Domingos;20;20;20;20;20;20;20;20;20;20
292910 São Felipe;18;18;18;18;18;18;18;18;18;18
292900 São Félix;90;90;90;90;90;90;90;90;90;90
292905 São Félix do Coribe;49;49;49;49;49;49;49;49;49;49
292920 São Francisco do Conde;35;35;35;35;35;35;35;35;35;35
292925 São Gabriel;34;34;34;34;34;34;34;34;34;34
292930 São Gonçalo dos Campos;36;36;36;36;36;36;36;36;36;36
292940 São Miguel das Matas;29;29;29;29;29;29;29;29;29;29
292950 São Sebastião do Passé;53;53;53;53;53;53;53;53;53;53
292960 Sapeaçu;27;27;27;27;27;27;27;27;27;27
292970 Sátiro Dias;25;25;25;25;25;25;25;25;25;25
292975 Saubara;13;13;13;13;13;13;13;13;13;13
292980 Saúde;39;39;39;39;39;39;39;39;39;39
292990 Seabra;95;95;95;95;95;95;95;95;95;95
293000 Sebastião Laranjeiras;20;20;20;20;20;20;20;20;20;20
293010 Senhor do Bonfim;136;136;136;162;162;162;162;162;162;162
293020 Sento Sé;32;32;32;32;32;32;32;32;32;32
293015 Serra do Ramalho;31;31;31;31;31;31;31;31;31;31
293030 Serra Dourada;45;45;45;45;45;45;45;45;45;45
293040 Serra Preta;25;25;25;25;25;25;25;25;25;25
293050 Serrinha;216;216;216;216;224;224;224;224;224;224
293060 Serrolândia;33;33;33;33;33;33;33;33;33;33
293070 Simões Filho;55;55;55;55;55;55;55;55;55;55
293075 Sítio do Mato;18;18;18;18;18;18;18;18;18;18
293077 Sobradinho;35;35;35;35;50;50;50;50;50;54
293080 Souto Soares;12;12;12;12;12;12;12;12;12;12
293090 Tabocas do Brejo Velho;32;32;32;32;32;32;32;32;32;32
293105 Tanque Novo;30;30;30;30;30;30;30;30;30;30
293110 Tanquinho;20;20;20;20;20;20;20;20;20;20
293120 Taperoá;26;26;26;26;26;26;26;26;26;26
293130 Tapiramutá;33;33;33;33;33;33;33;33;33;33
293135 Teixeira de Freitas;289;289;289;289;289;289;289;289;289;289
293150 Teofilândia;18;18;18;18;18;18;18;18;18;18
293160 Teolândia;24;24;24;24;24;24;24;24;24;24
293180 Tremedal;19;19;19;19;19;19;19;19;19;19
293190 Tucano;58;58;58;58;67;67;67;58;58;58
293200 Uauá;24;24;24;24;24;24;24;24;24;24
293210 Ubaíra;71;71;71;71;71;71;71;71;71;71
293220 Ubaitaba;100;100;100;100;100;100;100;100;100;100
293230 Ubatã;37;37;37;37;37;37;37;37;37;37
293240 Uibaí;30;30;30;30;30;30;30;30;30;30
293245 Umburanas;5;5;5;5;5;5;5;5;5;5
293250 Una;47;47;47;47;47;47;47;47;47;47
293260 Urandi;34;34;34;34;34;34;34;34;34;34
293280 Utinga;20;20;20;20;20;20;20;24;24;24
293290 Valença;121;121;121;121;121;121;121;121;121;121
293300 Valente;64;64;64;64;64;64;64;64;64;64
293305 Várzea da Roça;21;21;21;21;21;21;21;21;21;21
293310 Várzea do Poço;30;30;30;30;30;30;30;30;30;30
293315 Várzea Nova;20;20;20;20;20;20;20;20;20;20
293320 Vera Cruz;27;27;27;27;27;13;13;13;13;13
293325 Vereda;12;12;12;12;12;12;12;12;12;12
293330 Vitória da Conquista;845;849;811;804;820;825;826;826;844;844
293340 Wagner;37;37;37;37;37;37;37;37;37;37
293345 Wanderley;28;28;28;28;28;28;28;28;28;28
293350 Wenceslau Guimarães;44;44;44;44;44;44;44;44;44;44
293360 Xique-Xique;85;85;85;85;85;93;93;93;93;93
310010 Abadia dos Dourados;17;17;17;17;17;17;17;17;17;17
310020 Abaeté;46;46;46;46;46;46;46;46;46;46
310030 Abre Campo;66;66;66;66;66;66;66;66;66;66
310060 Água Boa;15;15;15;15;15;13;13;13;13;13
310090 Águas Formosas;65;65;65;65;65;65;65;65;65;65
310100 Águas Vermelhas;47;47;47;47;47;47;47;47;47;47
310110 Aimorés;53;53;53;53;53;53;53;53;53;53
310120 Aiuruoca;30;30;30;30;30;30;30;30;30;30
310130 Alagoa;17;17;17;17;17;17;17;17;17;17
310150 Além Paraíba;83;83;83;83;83;83;83;83;83;83
310160 Alfenas;453;453;453;453;453;453;453;453;453;453
310170 Almenara;142;142;142;143;143;77;77;77;77;77
310190 Alpinópolis;35;35;35;35;35;35;35;35;44;44
310200 Alterosa;30;30;30;30;30;30;30;30;30;30
310210 Alto Rio Doce;17;17;17;17;17;17;17;17;17;17
310230 Alvinópolis;35;35;35;35;35;35;35;35;35;35
310260 Andradas;65;65;65;65;65;65;65;65;65;65
310280 Andrelândia;32;49;49;49;49;49;49;49;49;49
310290 Antônio Carlos;12;12;12;12;12;12;12;12;12;12
310340 Araçuaí;72;72;72;92;92;92;92;92;92;92
310350 Araguari;169;169;169;169;169;169;219;219;170;170
310375 Araporã;13;13;13;13;13;13;13;13;13;13
310400 Araxá;318;318;410;410;411;393;334;334;334;334
310410 Arceburgo;8;8;8;8;8;8;8;8;8;8
310420 Arcos;64;64;64;64;64;64;64;64;64;64
310430 Areado;14;14;14;14;14;14;14;14;14;14
310450 Arinos;12;12;27;27;27;27;27;27;27;27
310470 Ataléia;35;35;35;35;35;35;35;35;35;35
310490 Baependi;59;59;59;59;59;59;59;59;59;59
310510 Bambuí;242;242;239;239;242;242;242;242;245;227
310540 Barão de Cocais;34;34;34;34;34;34;34;34;34;34
310560 Barbacena;1060;1060;1121;1147;1147;1166;1166;1140;1140;1137
310590 Barroso;49;49;49;49;49;49;49;49;49;49
310620 Belo Horizonte;8830;8730;8755;8755;8797;9693;9703;9633;9736;8945
310630 Belo Oriente;-;-;50;50;50;50;50;50;50;50
310640 Belo Vale;31;31;31;31;31;31;31;31;31;31
310650 Berilo;44;44;44;44;40;40;40;40;40;40
310670 Betim;638;638;754;760;787;803;803;818;818;795
310690 Bicas;35;35;35;35;35;35;35;35;35;35
310710 Boa Esperança;71;71;71;71;71;71;71;71;71;71
310730 Bocaiúva;64;64;64;64;64;64;64;64;64;64
310740 Bom Despacho;83;83;83;83;101;81;86;89;89;89
310750 Bom Jardim de Minas;29;29;29;29;29;29;29;29;29;29
310780 Bom Jesus do Galho;50;50;50;50;50;50;50;50;50;50
310800 Bom Sucesso;66;66;66;66;66;66;66;66;66;66
310820 Bonfinópolis de Minas;7;7;7;7;7;7;7;7;7;7
310830 Borda da Mata;8;8;8;8;8;8;8;8;8;8
310840 Botelhos;19;19;19;19;19;19;19;19;19;19
310860 Brasília de Minas;103;103;103;115;115;115;115;115;115;115
310890 Brazópolis;24;24;24;24;24;24;24;24;24;24
310900 Brumadinho;28;28;38;46;46;46;48;48;48;48
310910 Bueno Brandão;25;25;25;25;25;25;25;25;25;25
310930 Buritis;27;27;27;31;31;31;31;31;31;31
310940 Buritizeiro;12;12;12;31;31;31;31;31;31;31
310950 Cabo Verde;42;42;42;42;42;42;42;42;42;42
310270 Cachoeira de Pajeú;26;26;26;26;26;26;26;26;26;26
310990 Caetanópolis;44;44;44;44;44;44;44;44;44;44
311000 Caeté;56;56;56;56;56;56;56;56;56;56
311030 Caldas;39;39;39;39;39;39;39;39;39;39
311050 Camanducaia;27;27;27;27;27;27;27;27;27;27
311060 Cambuí;50;50;49;49;49;49;49;49;49;49
311070 Cambuquira;36;36;36;36;36;36;36;36;36;36
311090 Campanha;30;30;30;30;22;22;22;22;22;22
311100 Campestre;39;39;39;40;40;40;40;40;40;40
311110 Campina Verde;41;41;41;41;41;41;41;41;41;41
311120 Campo Belo;107;107;107;107;107;107;107;108;108;108
311130 Campo do Meio;25;25;25;25;25;25;25;25;25;25
311150 Campos Altos;38;38;38;38;38;38;38;38;38;38
311160 Campos Gerais;51;51;51;51;51;51;51;51;51;51
311180 Canápolis;25;25;25;25;25;25;25;25;25;25
311200 Candeias;22;22;22;22;22;22;22;22;22;22
311230 Capelinha;55;55;55;55;55;55;55;55;55;55
311260 Capinópolis;19;19;19;19;19;19;19;19;19;19
311270 Capitão Enéas;20;20;20;20;20;20;20;20;20;20
311280 Capitólio;22;22;22;22;22;22;22;22;22;22
311300 Caraí;34;34;34;34;42;42;42;42;42;42
311320 Carandaí;45;45;45;47;47;47;47;47;47;47
311330 Carangola;194;194;194;213;213;213;213;213;213;213
311340 Caratinga;184;184;184;207;207;207;207;207;207;207
311350 Carbonita;21;21;21;21;21;21;21;21;21;21
311360 Careaçu;20;20;20;20;20;20;20;20;20;20
311370 Carlos Chagas;46;46;46;46;46;46;46;46;46;46
311380 Carmésia;10;10;10;10;10;10;10;10;10;10
311390 Carmo da Cachoeira;37;37;37;37;37;37;37;37;37;37
311400 Carmo da Mata;26;26;26;26;26;26;26;26;26;26
311410 Carmo de Minas;52;52;52;49;49;49;49;49;49;49
311430 Carmo do Paranaíba;49;49;49;49;48;48;48;48;48;48
311440 Carmo do Rio Claro;30;30;30;30;30;30;30;30;30;30
311450 Carmópolis de Minas;38;38;38;38;38;38;38;38;38;38
311460 Carrancas;19;19;19;19;19;19;19;19;19;19
311510 Cássia;50;50;50;50;50;50;50;50;50;47
311530 Cataguases;121;121;121;121;121;121;121;121;121;121
311550 Caxambu;30;30;30;30;30;30;30;30;33;33
311570 Central de Minas;22;22;22;22;22;22;22;22;22;22
311580 Centralina;19;19;19;19;19;19;19;19;19;19
311615 Chapada Gaúcha;17;17;17;17;17;17;17;17;17;17
311630 Cipotânea;14;14;14;14;14;14;14;14;14;14
311660 Cláudio;41;41;41;41;45;44;44;44;44;44
311680 Coluna;38;38;38;38;38;38;38;38;38;38
311710 Conceição da Aparecida;19;19;19;19;19;19;19;19;19;19
311730 Conceição das Alagoas;22;22;22;22;22;22;22;22;22;22
311750 Conceição do Mato Dentro;42;42;42;42;42;67;67;68;68;68
311770 Conceição do Rio Verde;32;32;32;32;32;32;32;32;32;32
311800 Congonhas;65;65;65;65;65;65;65;65;65;65
311820 Conquista;15;15;15;15;15;15;15;15;15;15
311830 Conselheiro Lafaiete;250;250;250;269;255;255;255;255;255;255
311840 Conselheiro Pena;50;50;50;50;50;50;50;50;50;50
311860 Contagem;559;560;560;560;560;560;548;548;539;539
311880 Coração de Jesus;33;33;33;33;33;33;33;33;33;33
311930 Coromandel;30;30;31;31;31;31;31;31;31;31
311940 Coronel Fabriciano;113;113;113;113;113;113;103;103;103;103
312020 Cristais;19;19;19;19;19;19;19;19;19;19
312050 Cristina;24;24;24;24;24;24;24;24;33;33
312080 Cruzília;66;66;66;66;66;66;66;66;66;66
